SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-4-2023,Vacant Land,1121 Front St,Fort Benton,MT,59442,99900,,,Fort Benton,,7320,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1121-Front-St-59442/home/104899113,MRMLS,30007244,N,Y,47.8145497,-110.6698754
PAST SALE,March-7-2023,Single Family Residential,169 Geraldine Ave E,Geraldine,MT,59446,126000,3,2.0,Geraldine,1648,20908,1911,,76,,Sold,,,https://www.redfin.com/MT/Geraldine/169-Geraldine-Rd-E-59446/home/104899645,MRMLS,22201073,N,Y,47.598326,-110.2647783
PAST SALE,July-26-2023,Vacant Land,TBD Brewer Rd,Other-see Remarks,MT,59520,675000,,,,,21257280,,,,,Sold,,,https://www.redfin.com/MT/Other-See-Remarks/TBD-Brewer-RD-59520/home/185909852,BMTMLS,340531,N,Y,47.875712,-109.648101
PAST SALE,September-29-2025,Single Family Residential,1720 Washington St,Fort Benton,MT,59442,285000,3,1.0,Fort Benton,2878,7187,1953,,99,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1720-Washington-St-59442/home/104898774,MRMLS,30054677,N,Y,47.8216777,-110.6684764
PAST SALE,July-18-2023,Single Family Residential,149 Great Northern Ave,Big Sandy,MT,59520,110000,2,1.5,ELDERMAN FIRST (BIG SANDY),1200,13000,1912,,92,,Sold,,,https://www.redfin.com/MT/Big-Sandy/149-Great-Northern-59520/home/104899419,BMTMLS,340209,N,Y,48.1826932,-110.1120722
PAST SALE,December-26-2023,Single Family Residential,316 4 St W,Carter,MT,59420,70000,4,1.0,Carter,1142,8407,1916,,61,,Sold,,,https://www.redfin.com/MT/Carter/316-4th-St-59420/home/104898126,MRMLS,30016378,N,Y,47.7818109,-110.9598983
PAST SALE,March-3-2023,Single Family Residential,2320 Main St,Fort Benton,MT,59442,285000,4,1.5,Fort Benton,3326,12632,2003,,86,,Sold,,,https://www.redfin.com/MT/Fort-Benton/2320-Main-St-59442/home/104898663,MRMLS,22216395,N,Y,47.8263702,-110.6600401
PAST SALE,July-23-2025,Vacant Land,NHN Lander Crossing Rd,,MT,59450,1450000,,,Highwood,,35152920,,,,,Sold,,,https://www.redfin.com/MT/Unknown/NHN-Lander-Xing-59450/home/196029405,MRMLS,30051585,N,Y,47.64645427,-110.94300704
PAST SALE,January-4-2026,Vacant Land,414 Main St,Fort Benton,MT,59442,80000,,,Fort Benton,,8400,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/414-Main-St-59442/home/104899005,MRMLS,30061514,N,Y,47.8090626,-110.6786824
PAST SALE,January-4-2026,Single Family Residential,414 Main St,Fort Benton,MT,59442,110000,1,1.0,Fort Benton,576,16800,1915,,191,,Sold,,,https://www.redfin.com/MT/Fort-Benton/414-Main-St-59442/home/104899001,MRMLS,30061516,N,Y,47.8090626,-110.6786824
PAST SALE,May-7-2025,Single Family Residential,1100 17th St,Fort Benton,MT,59442,230000,2,1.5,Fort Benton,1864,4966,1927,,123,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1100-17th-St-59442/home/104898228,MRMLS,30043878,N,Y,47.8207766,-110.6693535
PAST SALE,April-19-2024,Single Family Residential,1717 Saint Charles St,Fort Benton,MT,59442,255000,5,1.5,DELETRAZ ADD,2462,12589,1955,,104,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1717-Saint-Charles-St-59442/home/104898735,MRMLS,30020776,N,Y,47.8225508,-110.6700278
PAST SALE,July-25-2025,Single Family Residential,1818 Main St,Fort Benton,MT,59442,315000,4,2.0,Fort Benton,2800,8407,1900,,113,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1818-Main-St-59442/home/104898286,MRMLS,30045956,N,Y,47.8216184,-110.6650999
PAST SALE,November-25-2024,Single Family Residential,719 Washington St,Fort Benton,MT,59442,372000,3,2.0,Fort Benton,2120,16800,1957,,175,,Sold,,,https://www.redfin.com/MT/Fort-Benton/719-Washington-St-59442/home/104899057,BSCMLS,397216,N,Y,47.8128876,-110.6771144
PAST SALE,January-22-2026,Vacant Land,1001 St Charles St,Fort Benton,MT,59442,13000,,,Fort Benton,,34325,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1001-Saint-Charles-St-59442/home/164895913,MRMLS,30061376,N,Y,47.816723,-110.677879
PAST SALE,November-20-2025,Single Family Residential,1106 10th St,Fort Benton,MT,59442,270000,4,2.0,Fort Benton,1872,16814,1955,,144,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1106-10th-St-59442/home/104898545,MRMLS,30057800,N,Y,47.8151856,-110.6763045
PAST SALE,August-7-2025,Vacant Land,TBD Graceville Rd,,MT,59446,1950000,,,Geraldine,,27458046,,,,,Sold,,,https://www.redfin.com/MT/Unknown/TBD-Graceville-Rd-59446/home/195353890,BSCMLS,401019,N,Y,47.71266,-109.83865
PAST SALE,February-28-2025,Single Family Residential,1415 St Charles St,Fort Benton,MT,59442,339000,4,2.0,Fort Benton,2688,8400,1957,,126,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1415-Saint-Charles-St-59442/home/104898479,BSCMLS,398726,N,Y,47.8198167,-110.6731374
PAST SALE,December-12-2025,Single Family Residential,1108 Saint Charles St,Fort Benton,MT,59442,224900,2,1.0,Fort Benton,1026,8407,1956,,219,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1108-Saint-Charles-St-59442/home/104898432,MRMLS,30059804,N,Y,47.8172865,-110.6766513
PAST SALE,July-14-2023,Mobile/Manufactured Home,619 Chouteau St,Fort Benton,MT,59442,240000,2,2.0,ROOSEVELT 1ST ADD,1409,12588,1995,,170,,Sold,,,https://www.redfin.com/MT/Fort-Benton/619-Chouteau-St-59442/home/104899456,MRMLS,30005479,N,Y,47.812426,-110.6793154
PAST SALE,September-11-2024,Single Family Residential,1712 Chouteau St,Fort Benton,MT,59442,279000,3,1.0,DELETRAZ ADDITION(FORT bENTON),1316,11979,1910,,212,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1712-Chouteau-St-59442/home/104898722,MRMLS,30029827,N,Y,47.8219611,-110.6698853
PAST SALE,May-26-2023,Single Family Residential,1631 Highwood Rd,Great Falls,MT,59405,725000,3,2.0,Great Falls,1742,777981,2018,,416,,Sold,,,https://www.redfin.com/MT/Great-Falls/1631-Highwood-Rd-59405/home/132022921,MRMLS,30000747,N,Y,47.5405592,-110.8859324
PAST SALE,January-4-2026,Single Family Residential,1210 Chouteau St,Fort Benton,MT,59442,336000,3,2.0,Fort Benton,2038,9017,1956,,165,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1210-Chouteau-St-59442/home/104898494,MRMLS,30060656,N,Y,47.8177168,-110.6744943
PAST SALE,August-28-2025,Single Family Residential,952 Chestnut Ave,Highwood,MT,59450,419900,4,3.0,Highwood,1980,20038,1985,,212,,Sold,,,https://www.redfin.com/MT/Highwood/952-Chestnut-Ave-59450/home/104898714,MRMLS,30052513,N,Y,47.5816753,-110.8029787
PAST SALE,September-24-2025,Mobile/Manufactured Home,2120 Washington St,Fort Benton,MT,59442,175000,3,1.5,Fort Benton,1440,25221,1966,,122,,Sold,,,https://www.redfin.com/MT/Fort-Benton/2120-Washington-St-59442/home/104898982,MRMLS,30054158,N,Y,47.825512,-110.6642775
PAST SALE,November-8-2024,Multi-Family (2-4 Unit),1405-1407 Chouteau St,Fort Benton,MT,59442,159000,9,9.0,Fort Benton,1992,6447,1900,,80,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1405-Chouteau-St-59442/home/147735863,MRMLS,30032427,N,Y,47.8189166,-110.6724096
PAST SALE,November-3-2023,Single Family Residential,1196 Highway 386,Fort Benton,MT,59442,489000,5,3.0,Fort Benton,3390,39204,1976,,144,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1196-Highway-386-59442/home/104898540,MRMLS,30010035,N,Y,47.816264,-110.680756
PAST SALE,December-8-2025,Single Family Residential,1109 Franklin St,Fort Benton,MT,59442,279900,2,1.0,Fort Benton,1380,8407,1955,,203,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1109-Franklin-St-59442/home/104898364,MRMLS,30056156,N,Y,47.8156178,-110.6724668
PAST SALE,June-15-2023,Vacant Land,600 Washington St,Fort Benton,MT,59442,125000,,,Fort Benton,,21000,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/600-Washington-St-59442/home/184732675,MRMLS,30002473,N,Y,47.8112608,-110.6792323
PAST SALE,July-8-2025,Vacant Land,2207 Main St,Fort Benton,MT,59442,90000,,,Military Add,,8276,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/2207-Main-St-59442/home/104898649,BMTMLS,351208,N,Y,47.8247854,-110.6608143
PAST SALE,January-29-2026,Mobile/Manufactured Home,110 Second Ave,Loma,MT,59460,144900,3,2.0,,1265,21388,1972,,115,,Sold,,,https://www.redfin.com/MT/Loma/110-2nd-Ave-59460/home/104898562,BMTMLS,354624,N,Y,47.9356955,-110.5039672
PAST SALE,March-24-2025,Ranch,1478 Shepherd Xing,Highwood,MT,59450,775000,1,1.0,Highwood,1500,8842680,1940,,517,,Sold,,,https://www.redfin.com/MT/Highwood/1478-Shepherd-Xing-59450/home/193981527,MRMLS,30038321,N,Y,47.6044004,-110.9064781
PAST SALE,September-25-2025,Single Family Residential,NHN Lonely Rd,,MT,59450,2700000,4,1.5,Highwood,2016,58794674,1982,,1339,,Sold,,,https://www.redfin.com/MT/Unknown/NHN-Lonely-Rd-59450/home/196134958,MRMLS,30044167,N,Y,47.67422972,-110.99481149
PAST SALE,May-9-2025,Condo/Co-op,1713 Chouteau St,Fort Benton,MT,59442,300000,10,5.0,Fort Benton,3818,16814,1949,,79,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1713-Chouteau-St-59442/home/147734232,MRMLS,30035806,N,Y,47.8217785,-110.6692567
PAST SALE,August-12-2024,Single Family Residential,18773 Shonkin Road Rd,Highwood,MT,59450,500000,1,1.0,,827,46174,1996,,605,,Sold,,,https://www.redfin.com/MT/Highwood/18773-Shonkin-Rd-59450/home/104899677,BMTMLS,344838,N,Y,47.50952,-110.511548
PAST SALE,November-20-2025,Single Family Residential,1212 14th St,Fort Benton,MT,59442,325000,3,2.0,Fort Benton,1740,12981,1947,,187,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1212-14th-St-59442/home/104898523,MRMLS,30055330,N,Y,47.8189634,-110.6739525
PAST SALE,November-1-2023,Single Family Residential,3300 Burley Hill Rd,Highwood,MT,59450,999000,3,3.0,Highwood,3348,422532,2006,,298,,Sold,,,https://www.redfin.com/MT/Highwood/3300-Burley-Hill-Rd-59450/home/104899734,MRMLS,30006604,N,Y,47.5057201,-110.7431585
PAST SALE,November-3-2025,Mobile/Manufactured Home,511 Main St,Fort Benton,MT,59442,140000,3,2.0,Fort Benton,1368,12600,1980,,102,,Sold,,,https://www.redfin.com/MT/Fort-Benton/511-Main-St-59442/home/104899167,MRMLS,30052721,N,Y,47.8096097,-110.6770962
PAST SALE,February-28-2025,Single Family Residential,1032 Mcguire Ave,Highwood,MT,59450,394000,4,2.0,Highwood,1680,28314,2012,,235,,Sold,,,https://www.redfin.com/MT/Highwood/1032-Mcguire-AVE-59450/home/199697973,MRMLS,30035673,N,Y,47.583877,-110.803492
PAST SALE,January-30-2025,Mobile/Manufactured Home,162 W Harris Ave,Highwood,MT,59450,279000,3,2.0,Highwood,1352,13982,1999,,206,,Sold,,,https://www.redfin.com/MT/Highwood/162-Harris-Ave-W-59450/home/104898294,MRMLS,30034910,N,Y,47.5860977,-110.7915099
PAST SALE,December-8-2023,Single Family Residential,704 Front St,Fort Benton,MT,59442,180000,3,2.0,Fort Benton,2352,6360,1920,,77,,Sold,,,https://www.redfin.com/MT/Fort-Benton/704-Front-St-59442/home/104899030,MRMLS,30010966,N,Y,47.8108493,-110.675019
PAST SALE,February-3-2025,Vacant Land,118 Fiddleback Ln,Fort Benton,MT,59442,119000,,,Fiddleback Subdivision,,235224,,,,38,Sold,,,https://www.redfin.com/MT/Fort-Benton/118-Fiddleback-LN-59442/home/190602580,MRMLS,30024033,N,Y,47.83404411,-110.67197062
PAST SALE,February-3-2025,Vacant Land,338 Fiddleback Ln,Fort Benton,MT,59442,109000,,,Fiddleback Subdivision,,218235,,,,38,Sold,,,https://www.redfin.com/MT/Fort-Benton/338-Fiddleback-LN-59442/home/190602829,MRMLS,30024036,N,Y,47.83393607,-110.6674967
PAST SALE,February-3-2025,Vacant Land,204 Fiddleback Ln,Fort Benton,MT,59442,109000,,,Fiddleback Subdivision,,218235,,,,38,Sold,,,https://www.redfin.com/MT/Fort-Benton/204-Fiddleback-LN-59442/home/190602694,MRMLS,30024034,N,Y,47.83381364,-110.67008235
PAST SALE,February-3-2025,Vacant Land,274 Fiddleback Ln,Fort Benton,MT,59442,109000,,,Fiddleback Subdivision,,218235,,,,38,Sold,,,https://www.redfin.com/MT/Fort-Benton/274-Fiddleback-LN-59442/home/190602783,MRMLS,30024035,N,Y,47.83392887,-110.66888072
PAST SALE,February-3-2025,Vacant Land,402 Fiddleback Ln,Fort Benton,MT,59442,105000,,,Fiddleback Subdivision,,218671,,,,38,Sold,,,https://www.redfin.com/MT/Fort-Benton/402-Fiddleback-LN-59442/home/190604130,MRMLS,30024037,N,Y,47.83378483,-110.66626288
PAST SALE,May-17-2023,Single Family Residential,608 Main St,Fort Benton,MT,59442,218000,3,1.0,Fort Benton,1312,8276,1959,,166,,Sold,,,https://www.redfin.com/MT/Fort-Benton/608-Main-St-59442/home/104899019,MRMLS,22216763,N,Y,47.8107796,-110.6767977
PAST SALE,May-15-2024,Single Family Residential,1814 Washington St,Fort Benton,MT,59442,208000,4,2.0,Fort Benton Original Townsite,1525,6534,1954,,136,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1814-Washington-St-59442/home/104898776,BMTMLS,342581,N,Y,47.8225072,-110.6675671
PAST SALE,December-17-2025,Single Family Residential,381 Lyng Ave W,Highwood,MT,59450,249900,3,2.0,Highwood,1530,13983,1974,,163,,Sold,,,https://www.redfin.com/MT/Highwood/381-Lyng-Ave-W-59450/home/104898255,MRMLS,30054765,N,Y,47.5834489,-110.7949076
PAST SALE,September-17-2025,Vacant Land,355 Floweree Rd N,Floweree,MT,59440,125000,,,,,325393,,,,,Sold,,,https://www.redfin.com/MT/Floweree/355-Floweree-Rd-59440/home/104898938,MRMLS,30046942,N,Y,47.7642197,-111.0287235
PAST SALE,June-18-2025,Single Family Residential,849 Hilger St,Geraldine,MT,59446,150000,3,2.0,Garner Add,1902,12197,1914,,79,,Sold,,,https://www.redfin.com/MT/Geraldine/849-Hilger-St-59446/home/104898199,BMTMLS,349697,N,Y,47.5973746,-110.2671478
PAST SALE,December-26-2024,Vacant Land,NHN Highwood Creek Rd,Highwood,MT,59450,2763480,,,Highwood,,29394288,,,,,Sold,,,https://www.redfin.com/MT/Highwood/NHN-Highwood-Rd-Unknown/home/191043814,MRMLS,30027777,N,Y,47.49126416,-110.626287
PAST SALE,October-13-2023,Single Family Residential,16363 Highwood Rd,Great Falls,MT,59405,575000,5,3.0,Great Falls,3185,80150,2005,,181,,Sold,,,https://www.redfin.com/MT/Great-Falls/16363-Highwood-Rd-59405/home/104899703,MRMLS,30000315,N,Y,47.5424209,-110.8863221
PAST SALE,March-21-2024,Single Family Residential,1011 18th St,Fort Benton,MT,59442,325000,4,2.0,Fort Benton,2464,7187,1968,,132,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1011-18th-St-59442/home/104898792,MRMLS,30014349,N,Y,47.8218278,-110.6675173
PAST SALE,June-30-2023,Single Family Residential,27519 Brady Rd E,Brady,MT,59416,525000,3,2.0,Brady,1845,1105988,2015,,285,,Sold,,,https://www.redfin.com/MT/Brady/27519-Brady-Rd-E-59416/home/183258569,MRMLS,22300013,N,Y,48.039476,-111.241036
PAST SALE,May-10-2024,Single Family Residential,1409 Chouteau St,Fort Benton,MT,59442,139000,3,1.0,Fort Benton,900,9365,1918,,154,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1409-Chouteau-St-59442/home/104898414,MRMLS,30016167,N,Y,47.8190443,-110.6722341
PAST SALE,January-24-2024,Single Family Residential,2505 Dorn Coulee Rd,Geraldine,MT,59446,624900,4,3.5,Geraldine,3808,871635,2000,,164,,Sold,,,https://www.redfin.com/MT/Geraldine/2505-Dorn-Coulee-Rd-59446/home/172927349,MRMLS,30006527,N,Y,47.721852,-110.2380756
PAST SALE,August-15-2025,Single Family Residential,1011 21st St,Fort Benton,MT,59442,300000,4,2.0,Fort Benton,2488,12589,1895,,121,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1011-21st-St-59442/home/104898998,MRMLS,30039147,N,Y,47.8246633,-110.6643911
PAST SALE,October-6-2025,Single Family Residential,1710 Chouteau St,Fort Benton,MT,59442,190000,5,2.0,DELETRAZ,1848,7449,1958,,103,,Sold,,,https://www.redfin.com/MT/Fort-Benton/1710-Chouteau-St-59442/home/104898723,MRMLS,30041826,N,Y,47.821803,-110.6700364
PAST SALE,June-28-2024,Single Family Residential,279 Harris Ave E,Highwood,MT,59450,84000,4,1.0,Highwood,1628,7013,1914,,52,,Sold,,,https://www.redfin.com/MT/Highwood/279-Harris-Ave-E-59450/home/104898639,MRMLS,30016514,N,Y,47.5861372,-110.7883464
PAST SALE,August-4-2023,Vacant Land,0000 24th St,Fort Benton,MT,59442,96000,,,Fort Benton,,8276,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/24th-St-59442/home/183258023,MRMLS,22213518,N,Y,47.825125,-110.657609
PAST SALE,November-1-2023,Ranch,6200 Cow Island Trl,Big Sandy,MT,59520,3500000,,,Big Sandy,1195,,,,2929,,Sold,,,https://www.redfin.com/MT/Big-Sandy/6200-Cow-Island-Trl-59520/home/183257638,MRMLS,22206202,N,Y,47.9946537,-109.7476428
PAST SALE,December-1-2023,Ranch,32119 Collins Rd,Brady,MT,59416,569000,3,2.0,Brady,1986,696960,1912,,287,,Sold,,,https://www.redfin.com/MT/Brady/32119-Collins-Rd-59416/home/184613411,MRMLS,30000884,N,Y,47.9603975,-111.3102117
PAST SALE,June-7-2024,Single Family Residential,40389 US Hwy,Fort Benton,MT,59442,539900,5,2.5,,3500,1670962,1908,,154,,Sold,,,https://www.redfin.com/MT/Fort-Benton/40389-US-HWY-59442/home/185344884,BMTMLS,339442,N,Y,47.831376,-110.695401
PAST SALE,March-17-2025,Vacant Land,205 Fiddleback Ln,Fort Benton,MT,59442,115000,,,Fiddleback Subdivision,,220413,,,,38,Sold,,,https://www.redfin.com/MT/Fort-Benton/205-Fiddleback-LN-59442/home/190600266,MRMLS,30023994,N,Y,47.83444742,-110.6705115
PAST SALE,March-17-2025,Vacant Land,119 Fiddleback Ln,Fort Benton,MT,59442,119000,,,Fiddleback Subdivision,,217887,,,,38,Sold,,,https://www.redfin.com/MT/Fort-Benton/119-Fiddleback-LN-59442/home/190599803,MRMLS,30023986,N,Y,47.83470669,-110.67195989
PAST SALE,June-7-2024,Single Family Residential,40389 Us Hwy 87,Fort Benton,MT,59442,539900,5,2.5,Fort Benton,3500,1670961,1908,,154,,Sold,,,https://www.redfin.com/MT/Fort-Benton/40389-Us-Hwy-87-59442/home/185344648,MRMLS,30005117,N,Y,47.831687,-110.694179
PAST SALE,June-3-2024,Vacant Land,Lots 16 - 20 Block 181,Other-see Remarks,MT,59442,95000,,,,,20909,,,,,Sold,,,https://www.redfin.com/MT/Other-See-Remarks/Lots-16-20-Block-181-59442/home/184953406,BMTMLS,338873,N,Y,47.82631,-110.653929
PAST SALE,June-3-2024,Vacant Land,Lot 16 - 20 Block 181,Fort Benton,MT,59442,95000,,,Fort Benton,,20908,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/Lot-16-20-20th-St-59442/home/184955818,MRMLS,30003335,N,Y,47.82591027,-110.65440786
PAST SALE,June-3-2024,Vacant Land,Lot 11 - 15 Block 181,Fort Benton,MT,59442,95000,,,Fort Benton,,20908,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/Lot-11-15-15th-St-59442/home/184953327,MRMLS,30003333,N,Y,47.82591027,-110.65440786
PAST SALE,June-3-2024,Vacant Land,Lots 11 - 15 Block 181,Fort Benton,MT,59442,95000,,,,,20909,,,,,Sold,,,https://www.redfin.com/MT/Fort-Benton/Lots-11-15-Block-181-59442/home/184953337,BMTMLS,338870,N,Y,47.82595,-110.654381
PAST SALE,December-18-2025,Vacant Land,TBD Vernon Rd,,MT,59450,160000,,,Highwood,,6969600,,,,,Sold,,,https://www.redfin.com/MT/Unknown/TBD-Vernon-Rd-59450/home/194048935,MRMLS,30038447,N,Y,47.75645015,-110.86390425
PAST SALE,June-17-2024,Ranch,x Dent Bridge Rd,Great Falls,MT,59404,390000,,,Great Falls,,8712000,,,,,Sold,,,https://www.redfin.com/MT/Great-Falls/Dent-Bridge-Rd-59404/home/185081661,MRMLS,30003470,N,Y,47.71030929,-111.20033484
